,Unnamed: 0,Voltage Set,Current Set,Voltage Measured,Current Measured,key,Voltage Absolute Error,Voltage Percentage Error (%),Current Absolute Error,Current Percentage Error(%),Upper Error Boundary,Lower Error Boundary,Condition ?
61,61,11.0,1.25,10.9988913,1.25,1,0.0011086999999996,0.0100790909090875,0.0,0.0,0.15275,-0.15275,False
62,62,11.5,1.25,11.4979809,1.25,1,0.0020191,0.0175573913043482,0.0,0.0,0.15287499999999998,-0.15287499999999998,False
63,63,12.0,1.25,11.9990418,1.25,1,0.0009581999999994,0.0079849999999955,0.0,0.0,0.153,-0.153,False
64,64,12.5,1.25,12.4872782,1.25,1,0.0127217999999995,0.1017743999999965,0.0,0.0,0.15312499999999998,-0.15312499999999998,False
65,65,13.0,1.25,12.9881173,1.25,1,0.0118826999999992,0.0914053846153788,0.0,0.0,0.15325,-0.15325,False
66,66,13.5,1.25,13.4943456,1.25,1,0.0056543999999991,0.0418844444444383,0.0,0.0,0.15337499999999998,-0.15337499999999998,False
67,67,14.0,1.25,13.9925927,1.25,1,0.0074073000000005,0.0529092857142897,0.0,0.0,0.1535,-0.1535,False
68,68,14.5,1.25,14.4957861,1.25,1,0.0042138999999998,0.029061379310344,0.0,0.0,0.15362499999999998,-0.15362499999999998,False
69,69,15.0,1.25,14.9838612,1.25,1,0.0161388000000002,0.1075920000000015,0.0,0.0,0.15375,-0.15375,False
70,70,15.5,1.25,15.4905384,1.25,1,0.0094615999999998,0.0610425806451603,0.0,0.0,0.15387499999999998,-0.15387499999999998,False
71,71,16.0,1.25,15.9871646,1.25,1,0.0128354000000001,0.080221250000001,0.0,0.0,0.154,-0.154,False
72,72,16.5,1.25,16.4892895,1.25,1,0.0107104999999982,0.0649121212121108,0.0,0.0,0.15412499999999998,-0.15412499999999998,False
73,73,17.0,1.25,16.994804,1.25,1,0.0051960000000015,0.0305647058823619,0.0,0.0,0.15425,-0.15425,False
74,74,17.5,1.25,17.491605,1.25,1,0.0083950000000001,0.0479714285714294,0.0,0.0,0.15437499999999998,-0.15437499999999998,False
75,75,18.0,1.25,17.9865384,1.25,1,0.0134615999999994,0.0747866666666633,0.0,0.0,0.1545,-0.1545,False
76,76,18.5,1.25,18.4892276,1.25,1,0.0107724000000004,0.0582291891891916,0.0,0.0,0.15462499999999998,-0.15462499999999998,False
77,77,19.0,1.25,18.9873142,1.25,1,0.0126857999999998,0.0667673684210519,0.0,0.0,0.15475,-0.15475,False
78,78,19.5,1.25,19.4856942,1.25,1,0.0143057999999989,0.0733630769230714,0.0,0.0,0.15487499999999998,-0.15487499999999998,False
79,79,20.0,1.25,19.988487,1.25,1,0.0115130000000007,0.0575650000000038,0.0,0.0,0.155,-0.155,False
80,80,0.5,1.5,0.49951919,1.5,2,0.0004808099999999,0.0961619999999996,0.0,0.0,0.15012499999999998,-0.15012499999999998,False
81,81,1.0,1.5,0.999175039,1.5,2,0.0008249609999999,0.0824960999999957,0.0,0.0,0.15025,-0.15025,False
82,82,1.5,1.5,1.49838521,1.5,2,0.00161479,0.1076526666666725,0.0,0.0,0.15037499999999998,-0.15037499999999998,False
83,83,2.0,1.5,1.99876615,1.5,2,0.0012338499999999,0.061692499999999,0.0,0.0,0.1505,-0.1505,False
84,84,2.5,1.5,2.49868189,1.5,2,0.0013181100000001,0.052724400000006,0.0,0.0,0.15062499999999998,-0.15062499999999998,False
85,85,3.0,1.5,2.99850452,1.5,2,0.0014954799999999,0.0498493333333331,0.0,0.0,0.15075,-0.15075,False
86,86,3.5,1.5,3.49791892,1.5,2,0.0020810799999999,0.0594594285714273,0.0,0.0,0.15087499999999998,-0.15087499999999998,False
87,87,4.0,1.5,3.9984054,1.5,2,0.0015945999999997,0.0398649999999944,0.0,0.0,0.151,-0.151,False
88,88,4.5,1.5,4.49840741,1.5,2,0.0015925899999995,0.0353908888888791,0.0,0.0,0.15112499999999998,-0.15112499999999998,False
89,89,5.0,1.5,4.9976749,1.5,2,0.0023251000000001,0.0465020000000038,0.0,0.0,0.15125,-0.15125,False
90,90,5.5,1.5,5.49865267,1.5,2,0.0013473299999997,0.0244969090909046,0.0,0.0,0.15137499999999998,-0.15137499999999998,False
91,91,6.0,1.5,5.9975304,1.5,2,0.0024696000000004,0.0411600000000067,0.0,0.0,0.1515,-0.1515,False
92,92,6.5,1.5,6.49816488,1.5,2,0.0018351199999999,0.0282326153846148,0.0,0.0,0.15162499999999998,-0.15162499999999998,False
93,93,7.0,1.5,6.99821694,1.5,2,0.0017830600000001,0.0254722857142881,0.0,0.0,0.15175,-0.15175,False
94,94,7.5,1.5,7.49829539,1.5,2,0.0017046099999999,0.0227281333333332,0.0,0.0,0.15187499999999998,-0.15187499999999998,False
95,95,8.0,1.5,7.99736562,1.5,2,0.0026343799999999,0.0329297499999992,0.0,0.0,0.152,-0.152,False
